668.678	-30.0	20.007	180.0	-25.0004	-0.0001
670.001	-29.996	20.008	179.9998	-25.0004	0.0009
671.483	-30.001	20.007	179.9993	-25.0006	0.0011
673.203	-30.004	20.006	179.9995	-25.001	0.0003
674.605	-30.005	20.011	-179.9998	-25.0011	-0.0
676.08	-30.008	20.003	179.9997	-25.0004	-0.0006
677.602	-30.006	20.008	-179.9997	-25.0007	-0.001
678.88	-30.005	20.005	-179.9999	-25.0003	-0.0
680.284	-30.012	20.013	179.9996	-25.0011	-0.0009
681.681	-30.008	20.01	179.9994	-25.0008	0.0002
683.08	-30.006	20.003	180.0	-25.0006	-0.0008
684.478	-30.001	20.001	179.9998	-24.9999	0.0003
685.876	-29.998	19.999	-179.9995	-24.9999	-0.0
687.282	-30.009	20.007	179.999	-25.0005	0.0006
688.681	-30.005	20.011	179.9997	-25.0006	-0.0003
690.082	-30.007	20.01	179.9995	-25.0007	0.0001
691.483	-30.003	20.005	-179.9999	-25.0009	-0.0
692.884	-30.004	20.004	179.9999	-25.0006	-0.0002
694.278	-30.004	19.999	179.9997	-24.9998	0.0003
695.687	-30.007	20.014	-179.9998	-25.0014	-0.001
697.081	-30.007	20.009	180.0	-25.0003	-0.0007
698.485	-29.997	20.01	179.9998	-25.0008	0.0007
699.881	-30.005	20.007	179.9996	-25.0008	0.0005
701.605	-30.001	20.008	179.9989	-25.0007	0.0016
703.082	-30.005	20.003	179.9995	-25.0003	0.0
704.607	-30.008	20.01	179.9992	-25.0008	0.0005
706.085	-30.002	20.01	179.9998	-25.0006	-0.0003
707.685	-29.999	20.006	179.9995	-25.0006	0.0009
709.083	-30.003	20.011	179.9993	-25.0005	0.0009
710.603	-30.007	20.012	179.9999	-25.0007	-0.0006
712.085	-30.006	20.012	179.9996	-25.0012	0.0
713.607	-30.006	20.012	179.9993	-25.0011	0.0006
715.001	-29.999	20.007	179.9991	-25.0001	0.0014
716.598	-30.005	20.0	179.9996	-25.0	-0.0001
718.082	-30.002	20.003	179.9993	-25.0003	0.0006
719.687	-30.003	20.014	179.999	-25.001	0.0012
721.278	-30.007	19.999	179.9996	-24.9999	-0.0003
722.884	-30.008	20.012	179.9992	-25.0009	0.0004
724.405	-30.004	20.01	179.9989	-25.0011	0.0011
725.884	-30.001	20.011	179.9998	-25.0007	0.0005
727.406	-29.996	20.013	179.9995	-25.0012	0.0013
728.88	-30.001	20.004	-179.9998	-25.0002	-0.0
730.402	-30.005	20.011	179.9999	-25.0008	-0.0006
732.0	-30.003	20.001	179.9995	-25.0003	0.0001
733.484	-29.997	20.012	-179.9996	-25.0009	-0.0
735.083	-30.003	20.006	-179.9999	-25.0006	-0.0
736.602	-30.005	20.001	179.9998	-25.0003	-0.0003
738.089	-30.005	20.011	179.9995	-25.001	0.0
739.609	-30.0	20.016	-179.9996	-25.0015	-0.0
741.002	-30.002	20.005	179.9993	-25.0004	0.0011
742.596	-30.008	20.001	179.9999	-25.0	-0.0009
744.08	-29.997	20.007	179.9999	-25.0004	0.0007
745.604	-30.006	20.007	179.9996	-25.001	0.0002
747.089	-30.003	20.012	179.9993	-25.001	0.0006
748.485	-30.0	20.012	-179.9998	-25.0009	-0.0
750.085	-30.001	20.012	179.9999	-25.0008	-0.0003
751.598	-30.005	20.002	179.9988	-25.0	0.0014
753.086	-30.004	20.008	179.9996	-25.0008	0.0002
754.6	-30.001	20.002	179.9994	-25.0002	0.0006
756.0	-30.005	20.008	-179.9997	-25.0005	-0.001
757.484	-30.006	20.009	179.9992	-25.0004	0.0006
759.001	-30.005	20.003	-179.9999	-25.0	-0.0
760.478	-30.008	20.001	179.9998	-24.9999	-0.0008
762.006	-30.004	20.006	179.9998	-25.0008	0.0002
763.484	-30.006	20.008	179.9995	-25.0008	0.0
765.005	-30.003	20.012	-179.9996	-25.0008	-0.001
766.601	-30.007	20.0	179.9992	-25.0002	0.0006
768.084	-30.002	20.003	-179.9999	-25.0005	-0.0
769.607	-30.004	20.012	179.9999	-25.0012	-0.0006
771.281	-30.003	20.002	179.9998	-25.0004	0.0003
772.889	-30.008	20.011	179.9995	-25.0009	0.0001
774.4	-30.002	20.0	-179.9996	-25.0	-0.0
775.887	-30.009	20.014	179.9993	-25.0012	0.0003
777.401	-30.003	20.008	-179.9998	-25.0005	-0.0
778.8	-29.999	20.006	-179.9997	-25.0005	-0.0
780.208	-30.001	20.014	179.9991	-25.0011	0.0012
781.486	-30.002	20.008	179.9993	-25.0007	0.0011
782.888	-30.0	20.008	-179.9998	-25.0009	-0.0
784.283	-30.001	20.005	179.9992	-25.0005	0.0009
785.596	-30.002	19.999	179.9993	-24.9999	0.0008
787.083	-30.003	20.002	-179.9998	-25.0004	-0.0
788.397	-30.004	20.002	-179.9997	-25.0001	-0.0
789.68	-30.003	20.003	-179.9996	-25.0	-0.0
791.079	-30.002	20.001	179.9993	-25.0004	0.0006
792.479	-30.005	19.998	179.9994	-24.9998	0.0004
793.881	-29.998	20.002	179.9995	-25.0004	0.0011
795.282	-30.004	20.005	-179.9995	-25.0	-0.001
796.677	-29.996	20.002	-179.9995	-25.0001	-0.0
798.081	-30.004	20.004	179.9995	-25.0002	0.0003
799.478	-30.006	20.001	179.9996	-24.9999	0.0002
800.801	-30.004	20.004	179.9997	-25.0005	0.0002
802.208	-29.995	20.008	179.9997	-25.0009	0.0009
803.807	-30.002	20.01	179.9995	-25.0009	0.0002
805.283	-30.005	20.003	179.9996	-25.0004	0.0001
806.677	-30.005	19.996	179.9997	-24.9997	0.0001
808.079	-30.005	20.005	179.9998	-25.0003	0.0001
809.483	-29.995	20.003	179.9999	-25.0003	0.0008
810.88	-29.994	19.998	180.0	-24.9998	0.0008
812.285	-29.999	20.01	179.9989	-25.0005	0.0017
813.683	-30.001	20.003	179.9999	-25.0006	-0.0004
815.083	-29.999	20.001	180.0	-25.0003	-0.0003
816.399	-30.005	20.001	-179.9998	-24.9998	-0.001
817.684	-29.996	20.002	179.9994	-25.0006	0.0013
819.009	-30.002	20.015	179.9995	-25.0014	0.0007
820.278	-30.005	19.997	179.9997	-24.9999	0.0001
821.683	-30.003	19.998	179.9998	-25.0004	0.0002
823.088	-30.0	20.009	179.9999	-25.001	0.0003
824.477	-29.996	19.997	-179.9999	-24.9998	0.0004
825.808	-30.001	20.007	-179.9998	-25.0008	-0.0
827.081	-30.003	20.008	-179.9996	-25.0003	-0.0
828.398	-29.996	19.998	-179.9995	-25.0	-0.0
829.68	-29.998	20.007	-179.9993	-25.0002	-0.001
830.999	-29.999	19.998	180.0	-24.9996	0.0005
832.283	-30.0	20.007	-179.9999	-25.0004	0.0
833.604	-30.003	19.998	-179.9997	-25.0003	-0.0
834.882	-30.005	20.001	-179.9995	-25.0005	-0.001
836.203	-29.996	20.008	-179.9994	-25.0003	-0.0
837.483	-29.994	20.004	179.9999	-25.0005	0.0008
838.806	-29.996	20.012	-179.9999	-25.0008	0.0003
840.08	-29.996	19.996	-179.9997	-25.0	-0.0
841.396	-29.997	19.997	-179.9995	-24.9997	-0.0
842.688	-29.995	20.009	179.9997	-25.0009	0.001
844.083	-29.998	20.01	179.9999	-25.0005	0.0005
845.402	-29.999	20.001	-179.9999	-25.0002	0.0
846.807	-30.002	20.008	-179.9998	-25.0005	-0.0
848.205	-30.005	20.004	-179.9996	-25.0007	-0.001
849.477	-30.001	19.995	179.9997	-24.9996	0.0007
850.8	-30.001	20.002	179.9999	-24.9998	0.0002
852.2	-30.003	20.002	180.0	-25.0001	-0.0002
853.602	-30.005	20.006	-179.9998	-25.0001	-0.0
854.885	-30.003	20.004	-179.9996	-25.0003	-0.001
856.204	-29.999	20.006	179.9997	-25.0005	0.0006
857.6	-30.0	20.0	179.9999	-24.9999	0.0002
858.885	-29.997	20.004	-179.9999	-25.0004	-0.0
860.206	-30.004	20.01	179.9994	-25.0008	0.0008
861.485	-30.001	20.008	179.9996	-25.0007	0.0004
862.885	-30.001	20.003	179.9998	-25.0003	0.0
864.286	-30.001	20.008	180.0	-25.001	-0.0004
865.602	-30.006	20.003	179.9994	-24.9999	0.0006
866.884	-30.002	20.01	179.9996	-25.0006	0.0003
868.28	-30.002	19.999	179.9998	-25.0002	-0.0001
869.685	-29.998	20.006	179.9991	-25.0002	0.0016
871.083	-29.997	20.002	179.9993	-25.0	0.0013
872.395	-30.004	19.995	179.9995	-24.9995	0.0002
873.682	-30.002	20.0	180.0	-25.0004	0.0003
874.996	-29.998	19.994	-179.9998	-24.9995	0.0
876.283	-30.003	20.008	-179.9996	-25.0005	-0.001
877.686	-29.998	20.002	179.9997	-25.0005	0.0008
879.002	-30.005	20.008	180.0	-25.0004	-0.0003
880.285	-29.998	20.007	-179.9998	-25.0003	-0.0
881.682	-30.004	19.999	179.9996	-25.0003	0.0005
883.087	-30.001	20.009	179.9998	-25.0007	0.0002
884.599	-30.001	19.997	180.0	-24.9996	-0.0002
886.007	-29.998	20.007	-179.9998	-25.0005	-0.0
887.399	-30.002	19.993	179.9996	-24.9996	0.0006
888.678	-30.006	19.995	179.9998	-24.9998	-0.0004
890.081	-29.999	20.003	179.9992	-24.9998	0.0015
891.484	-30.006	19.999	179.9994	-25.0002	0.0005
892.801	-29.999	20.003	179.9997	-24.9999	0.0002
894.084	-29.993	20.007	-179.9999	-25.0003	0.0005
895.481	-30.0	20.002	-179.9996	-24.9998	-0.0
896.88	-30.006	20.001	-179.9994	-24.9999	-0.001
898.28	-29.997	19.997	180.0	-24.9999	0.0003
899.68	-30.003	19.996	-179.9998	-24.9996	-0.0
901.082	-29.994	20.0	179.9996	-24.9999	0.0012
902.677	-29.993	19.996	179.9998	-24.9996	0.0009
904.089	-29.999	20.005	180.0	-25.0006	0.0
905.476	-30.003	19.993	-179.9997	-24.9992	-0.001
906.802	-30.003	20.0	179.9997	-24.9999	0.0002
908.199	-30.007	20.002	180.0	-24.9998	-0.0007
909.484	-30.006	20.002	179.9994	-25.0	0.0005
910.883	-29.998	20.004	179.9997	-25.0004	0.0003
912.284	-29.999	20.003	179.9991	-24.9999	0.0015
913.677	-29.997	19.992	-179.9996	-24.9993	-0.0
915.079	-30.001	19.999	-179.9993	-25.0	-0.001
916.482	-30.001	19.995	-179.9999	-25.0001	-0.0
917.886	-30.004	20.003	-179.9996	-25.0004	-0.001
919.283	-30.004	20.001	179.9998	-25.0005	0.0002
920.68	-30.007	19.996	-179.9999	-24.9997	-0.0
922.079	-29.994	20.002	179.9995	-25.0	0.0013
923.479	-29.996	19.997	179.9998	-24.9997	0.0004
924.799	-30.005	19.996	179.9992	-24.9996	0.001
926.076	-30.004	19.991	179.9996	-24.9991	0.0002
927.478	-29.997	19.999	-179.9999	-24.9996	0.0005
928.809	-29.997	20.009	-179.9996	-25.0009	-0.0
930.205	-29.995	20.004	179.9998	-25.0003	0.0009
931.485	-30.005	20.01	-179.9999	-25.0005	-0.0
932.802	-30.001	20.007	179.9996	-25.0001	0.0007
934.199	-30.002	20.0	179.9999	-25.0	-0.0002
935.598	-29.999	19.997	179.9994	-24.9996	0.0011
936.881	-30.008	20.006	179.9997	-25.0001	-0.0004
938.282	-30.001	20.005	-179.9998	-25.0002	-0.0
939.603	-29.999	20.0	-179.9994	-25.0	-0.0
940.88	-30.004	20.003	-179.9999	-24.9999	-0.0
942.203	-29.999	20.0	179.9995	-25.0002	0.0011
943.598	-29.998	19.995	179.9999	-24.9995	0.0003
945.003	-29.994	20.0	179.9993	-25.0004	0.0016
946.283	-30.003	19.998	179.9997	-24.9999	0.0001
947.6	-29.991	20.0	-179.9998	-24.9999	0.0005
949.007	-30.003	20.003	-179.9994	-25.0004	-0.001
950.407	-29.998	20.005	180.0	-25.0004	0.0003
951.681	-30.005	20.0	-179.9996	-24.9999	-0.001
953.082	-30.001	19.995	179.9999	-24.9999	0.0002
954.484	-29.998	20.002	-179.9997	-25.0001	-0.0
955.878	-30.005	19.992	179.9998	-24.9995	0.0
957.201	-29.998	20.004	179.9992	-24.9999	0.0014
958.48	-30.0	19.999	-179.9993	-24.9996	-0.001
959.885	-29.994	20.001	-179.9998	-25.0004	0.0003
961.282	-30.004	19.994	-179.9995	-25.0	-0.001
962.6	-29.995	19.995	-179.9999	-24.9998	0.0003
963.881	-29.998	19.995	179.9996	-24.9998	0.0009
965.28	-30.007	20.002	180.0	-25.0002	-0.0005
966.609	-29.999	20.008	179.9994	-25.0007	0.0009
967.884	-30.0	20.0	-179.9991	-25.0001	-0.001
