0, 10, 0, 915, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 920, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 925, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 930, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 935, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 940, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 945, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 950, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 955, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 960, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 965, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 970, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 975, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 980, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 985, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 990, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 995, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1000, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1005, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1010, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1015, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1020, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1025, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1030, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1035, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1040, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1045, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1050, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1055, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1060, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1065, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1070, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1075, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1080, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1085, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1090, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1095, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1100, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1105, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1110, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1115, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1120, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 0, 1125, -50.000, -460.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
