3, 0, 1048.000, -60.000, -350.000, -180.000, -27.00, -4.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1134.000, -8.000, -350.000, 158.000, 6.00, -5.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1046.000, -184.000, -354.000, -146.000, 11.00, -4.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1005.000, -147.000, -300.000, -152.000, 5.00, -36.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1024.000, 29.000, -307.000, 157.000, -10.00, -23.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 986.000, -40.000, -300.000, -174.000, -46.00, -9.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1134.000, -31.000, -310.000, 167.000, 18.00, -10.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1126.000, 19.000, -367.600, 150.000, 6.00, 6.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1107.000, -179.000, -375.000, -150.000, -4.00, -9.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1000.000, -26.000, -365.000, -175.000, -13.00, -27.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 995.000, -72.000, -370.000, -173.000, -11.00, -9.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1002.000, -64.000, -357.000, -175.000, -34.00, 8.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1128.000, -55.000, -350.000, 177.000, -11.00, 20.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1074.000, -49.000, -349.000, 179.000, -13.00, -57.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1092.000, -55.000, -347.000, 180.000, -17.00, -4.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1071.000, -55.000, -347.000, 180.000, -17.00, 68.000, 0, 0, 0, 0, 0, 0, 0, 0
