2, 0, 800.000, -31.000, 79.000, -179.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 762.000, -31.000, 78.500, -180.000, -22.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 760.000, -60.000, 78.200, -145.000, -18.00, -15.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 759.000, -60.600, 65.000, -150.000, 4.50, -26.800, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 795.000, -20.000, 65.000, -147.000, 2.50, -21.800, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 795.000, -20.000, 80.000, -179.000, -8.00, 20.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 817.000, 44.500, 100.000, 142.000, 6.00, 8.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 770.000, 44.500, 105.000, 144.000, 2.50, 34.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 759.000, 60.000, 90.600, 137.000, -12.00, 25.700, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 769.000, -30.000, 90.000, 161.000, -18.00, 20.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 769.000, -75.000, 85.000, 175.000, -20.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 720.000, 20.000, 80.000, 177.000, -15.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 770.000, 26.000, 77.500, 175.000, -14.00, -25.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 777.000, -20.000, 77.000, -169.000, -5.00, 6.700, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 770.000, -28.000, 60.000, -169.000, -13.00, -14.000, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 820.000, -20.000, 59.000, -175.000, 12.00, -5.000, 0, 0, 0, 0, 0, 0, 0, 0
