3, 0, 1079.000, -57.000, -399.000, -180.000, 0.00, 0.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1039.000, -57.000, -399.000, -179.000, -27.00, -4.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1134.000, -8.000, -350.000, 158.000, 6.00, -5.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1099.000, -166.000, -362.000, -146.000, 11.00, -4.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1078.000, -140.000, -340.000, -152.000, 5.00, -36.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1065.000, 29.000, -307.000, 151.000, -13.00, -23.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 978.000, -60.000, -326.000, -174.000, -46.00, -9.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1134.000, -31.000, -310.000, 167.000, 18.00, -10.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1126.000, 19.000, -367.600, 150.000, 6.00, 6.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1107.000, -179.000, -375.000, -150.000, -4.00, -9.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1046.000, -26.000, -365.000, -179.000, -15.00, -24.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1033.000, -92.000, -370.000, -174.000, -17.00, 15.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1128.000, -55.000, -350.000, 177.000, -11.00, 20.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1108.000, 13.000, -349.000, 168.000, -2.00, -41.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1092.000, -55.000, -347.000, 180.000, -17.00, -4.000, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 1129.000, -55.000, -347.000, -180.000, -17.00, 68.000, 0, 0, 0, 0, 0, 0, 0, 0
